Keyword,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-02 since:2024-06-01&src=typed_query",🐞 Monaliza 🐞,https://x.com/MONALI4T,MONALI4T,False,2024-06-01 22:12:47+00:00,False,"#EleccionesMéxico2024 Juez SCJN, con mentiras, ordena bajar Mañanera de López Obrador en donde se menciona corrupción de Xóchitl Gálvez y exhorto a Claudio X. González investigar. El PRI Cancer, Plan C Zurdos reforma Poder Judicial Lárgate! Norma Piña queremos Lenia Batres chaira",1797028548949021108,0,19,14,549,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-07 since:2024-06-06&src=typed_query",Harry Forever,https://x.com/HarryForever007,HarryForever007,False,2024-06-06 12:29:24+00:00,False,"Yo aprovecharia las elecciones del 2025 para que el pueblo vote ademas ciertas cuestiones:
1. Eliminacion de planes a extranjeros
2. Eliminacion de jubilaciones de privilegios
3. Reducir 1/3 cargos de diputados y senadores nacionales  y provinciales
4. Reforma poder judicial",1798693675129806934,0,2,3,48,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-07 since:2024-06-06&src=typed_query",Francisco Valenzuela,https://x.com/FValenzuelaM,FValenzuelaM,False,2024-06-06 21:01:48+00:00,False,"@GunnaryP Me quedo con esto: 
https://t.co/xIrvZz17BX",1798822624375755016,1,0,0,8,0,,True,GunnaryP,https://x.com/GunnaryP,Gunnary Prado,GunnaryP,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-07 since:2024-06-06&src=typed_query",Contramuro,https://x.com/ContramuroM,ContramuroM,False,2024-06-06 23:09:35+00:00,False,"La esperada #Reforma al #PoderJudicial será tema central en el @Mx_Diputados  este septiembre.

https://t.co/uPICaGPwv0",1798854780753977665,0,0,0,16,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",DNF,https://x.com/DNFMexico,DNFMexico,False,2024-06-07 20:08:15+00:00,False,Es que la justicia está por encima de los mercados: Lopez Obrador (Reforma Poder Judicial) https://t.co/0jGioOUiKA,1799171535305097633,0,0,0,37,0,https://pbs.twimg.com/media/GPfw5gtW0AAmaDg.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Uniradio México,https://x.com/uniradiomexico,uniradiomexico,False,2024-06-07 15:41:14+00:00,False,"Reforma al Poder Judicial es la que más provoca agitación en los mercados: AMLO: López Obrador dijo que seguirá la reforma al Poder Judicial, pero ésta se hará de manera ordenada y sin autoritarismos. https://t.co/jJ1efzt1xk https://t.co/TWve6koWeO",1799104335617663038,0,0,0,12,0,https://pbs.twimg.com/media/GPez2-SaMAAiwq4.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Uniradio México,https://x.com/uniradiomexico,uniradiomexico,False,2024-06-07 16:00:37+00:00,False,"""La justicia está por encima de los mercados"": AMLO insiste en reforma al Poder Judicial: Los mercados reaccionaron negativamente al anuncio que Morena buscará sacar adelante el llamado Plan C a partir de septiembre. https://t.co/E1d265ICBK https://t.co/lFNRMgeuso",1799109215644270953,0,0,0,23,0,https://pbs.twimg.com/media/GPe4TFFaoAAQLfn.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Sopitas,https://x.com/sopitas,sopitas,True,2024-06-07 01:01:01+00:00,False,"Morena se alista con su Plan C para hacer un buen de cambios a la Constitución, entre ellos la Reforma al Poder Judicial o la controvertida desaparición de órganos autónomos https://t.co/cZFan5i6Qh https://t.co/aI6LG9bFV4",1798882825418207587,4,5,17,9415,0,https://pbs.twimg.com/media/GPbqZWrXIAALAEP.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Grupo Sin Línea,https://x.com/GrupoSinLinea,GrupoSinLinea,False,2024-06-07 20:00:00+00:00,False,"#AMLO (@lopezobrador_) aseguró que democratizar al #PoderJudicial es la mejor forma de acabar con su corrupción y servilismo 🧓🏼☝🏻👩🏻‍⚖️
https://t.co/4LMbYVEEkM",1799169458256417096,0,1,1,369,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",🐞 Monaliza 🐞,https://x.com/MONALI4T,MONALI4T,False,2024-06-07 23:35:05+00:00,False,"Así de miserable Carlos Alazraki de Atypical 
""Si van en un avión en business y les toca a alguien al lado que dicen puta no me late este cabrón, es de Morena"" 
👁️🇲🇽👁️En Jalisco MEGA FRAUDE de Enrique Alfaro a Claudia Delgadillo y a Pedro Kumamoto. Reforma Poder Judicial SCJN",1799223584285397120,1,12,9,888,2,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Uniradio Informa Baja California,https://x.com/uniradiobaja,uniradiobaja,False,2024-06-07 15:41:04+00:00,False,"Reforma al Poder Judicial es la que más provoca agitación en los mercados: AMLO: López Obrador dijo que seguirá la reforma al Poder Judicial, pero ésta se hará de manera ordenada y sin autoritarismos. https://t.co/tsEuhcAJHd",1799104296904261924,0,0,1,79,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Uniradio Informa Baja California,https://x.com/uniradiobaja,uniradiobaja,False,2024-06-07 16:00:37+00:00,False,"""La justicia está por encima de los mercados"": AMLO insiste en reforma al Poder Judicial: Los mercados reaccionaron negativamente al anuncio que Morena buscará sacar adelante el llamado Plan C a partir de septiembre. https://t.co/C6qj0xaxyq",1799109214264234140,0,0,1,88,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Christian I. R.,https://x.com/carinbo2011,carinbo2011,False,2024-06-07 06:30:21+00:00,False,@CiceronPrez @JLozanoA @NachoMierV Pues qué falta de conocimiento tienes teniendo la mayoría absoluta se aprueba la reforma poder judicial porque por eso le dimos la mayoría no por p******* sino porque es lo primero que queremos que limpien para que gente como ustedes puedan ir a la cárcel como debe de ser,1798965705372778827,0,0,0,16,0,,True,CiceronPrez,https://x.com/CiceronPrez,Pablo Pérez,CiceronPrez,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",NotiPress MX,https://x.com/NotiPressMx,NotiPressMx,True,2024-06-07 16:00:03+00:00,False,"#EnLaMañanera | La propuesta de reforma judicial de AMLO, que busca la elección democrática de jueces y magistrados, ha generado debate y nerviosismo en los mercados
https://t.co/rLYaLXYT3n",1799109072991531477,0,0,1,42,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",cobertura360mx,https://x.com/cobertura360mx,cobertura360mx,False,2024-06-07 16:15:33+00:00,False,"El presidente explicó que estos vaivenes son naturales en el contexto de un proceso electoral.

https://t.co/6QE5hkrwbe",1799112975393100237,0,0,1,38,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Uniradio Informa Sonora,https://x.com/uniradiosonora,uniradiosonora,False,2024-06-07 15:41:11+00:00,False,"Reforma al Poder Judicial es la que más provoca agitación en los mercados: AMLO: López Obrador dijo que seguirá la reforma al Poder Judicial, pero ésta se hará de manera ordenada y sin autoritarismos. https://t.co/onu4vOsf3L",1799104324804685888,0,0,0,113,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Uniradio Informa Sonora,https://x.com/uniradiosonora,uniradiosonora,False,2024-06-07 16:00:37+00:00,False,"""La justicia está por encima de los mercados"": AMLO insiste en reforma al Poder Judicial: Los mercados reaccionaron negativamente al anuncio que Morena buscará sacar adelante el llamado Plan C a partir de septiembre. https://t.co/THrz8mfDIY",1799109214843089245,0,0,0,131,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Periódico AM Noticias,https://x.com/periodicoam,periodicoam,True,2024-06-07 03:00:02+00:00,False,"El grupo parlamentario de Morena confirmó que en septiembre, con la nueva Legislatura en la que obtuvo mayoría, concretará diversas reformas presentadas por AMLO.https://t.co/xcBKYdIoPT",1798912776855048436,0,0,0,521,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Animal Político,https://x.com/Pajaropolitico,Pajaropolitico,True,2024-06-07 16:41:00+00:00,False,"💵@lopezobrador_ habló sobre la depreciación del peso mexicano y la atribuyó a las elecciones del pasado 2 de junio. 

La divisa nacional perdió terreno ante el dólar luego de que Morena anunciara que aprobaría en septiembre el denominado ""plan C"". 
https://t.co/bqGzSKK4gP",1799119379608592573,3,4,12,4886,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",Joaquín López-Dóriga,https://x.com/lopezdoriga,lopezdoriga,True,2024-06-07 16:00:01+00:00,False,"López Obrador defendió su propuesta de reforma al Poder Judicial: “En vez de impartir justicia para el pueblo y hacer valer el Estado de Derecho se ha convertido en un poder faccioso al servicio de una minoría”
https://t.co/E9vC3ev5Qb",1799109064410218716,22,8,31,9363,1,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-08 since:2024-06-07&src=typed_query",La Razón de México,https://x.com/LaRazon_mx,LaRazon_mx,True,2024-06-07 04:31:00+00:00,False,"""No se va afectar a nadie"": Claudia Sheinbaum (@Claudiashein) sobre el paquete propuestas del Presidente AMLO https://t.co/FaNFGpRqV8",1798935666736189662,0,0,1,341,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-09 since:2024-06-08&src=typed_query",José Eduardo Tzompa,https://x.com/J_EduardoTzompa,J_EduardoTzompa,True,2024-06-08 18:58:56+00:00,False,"Semana en #México de caída de la #bolsa y #peso por miedo de los mercados a las reformas de AMLO 
@EpochTimesEs
https://t.co/VWaY4ZlUDD",1799516478086991907,0,6,6,197,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-09 since:2024-06-08&src=typed_query",Juan Castro olguin,https://x.com/juan_olgui53907,juan_olgui53907,False,2024-06-08 19:34:33+00:00,False,@_NormaLuciaP Urge reforma poder judicial del narcoPAN,1799525443516629187,0,0,0,12,0,,True,CivicosMx,https://x.com/CivicosMx,Norma Piña,CivicosMx,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-09 since:2024-06-08&src=typed_query",Gisa,https://x.com/Gisa13646507,Gisa13646507,False,2024-06-08 17:54:55+00:00,False,"@jgnaredo @Claudiashein @PartidoMorenaMx Cómo ya no recibes Chayo, está que ardes de dolido! Morena ganó, porque la mayoría del pueblo así lo quisimos, nadie nos compro, ni dio despensa ni dinero, como lo hizo el PRIAN . Votamos por morena, porque vemos más justicia social y vamos por el plan C!!. Reforma poder judicial",1799500368956842250,0,0,0,25,0,,True,jgnaredo,https://x.com/jgnaredo,Jorge Gómez Naredo,jgnaredo,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-10 since:2024-06-09&src=typed_query",Humberto Zambrano,https://x.com/Humbert63942943,Humbert63942943,False,2024-06-09 08:46:02+00:00,False,"@MaryGaba7 @El_Rebelde_ADN @Rosario_Robles_ @EPN Por eso es necesario la reforma poder judicial,( SCJN)",1799724626282697119,0,0,1,77,0,,True,MaryGaba7,https://x.com/MaryGaba7,Mary Gaba,MaryGaba7,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-11 since:2024-06-10&src=typed_query",Carlos santos colson,https://x.com/ColsonSantos,ColsonSantos,False,2024-06-10 11:22:18+00:00,False,"@ElSoberanoMX @FroylanGamezG @lopezobrador_ @Claudiashein Exactamente. Primera REFORMA, Poder Judicial; y segunda: Las PENSIONES a los trabajadores. Después la de los PLURIS y la del INE. 
Esas últimas DÉJASELAS a CLAUDIA, nuestra próxima presidenta. Ya hiciste mucho y a descansar a LA CHINGADA.",1800126337929433149,0,1,1,24,0,,True,ElSoberanoMX,https://x.com/ElSoberanoMX,El Soberano,ElSoberanoMX,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-11 since:2024-06-10&src=typed_query",🐞 Monaliza 🐞,https://x.com/MONALI4T,MONALI4T,False,2024-06-10 18:10:35+00:00,False,"Para que sigan llorando Denise Dresser Loret Alazraki Ciro Gómez Carmen Aristegui vean a López Obrador #LaMañanera Palacio Nacional y gocen como el presidente ve con satisfacción el Plan C, se hará Reforma Poder Judicial Norma Piña, El INE Guadalupe Taddei, INAI table dancing🇲🇽",1800229087136587940,7,61,83,2049,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-11 since:2024-06-10&src=typed_query",🐞 Monaliza 🐞,https://x.com/MONALI4T,MONALI4T,False,2024-06-10 17:22:23+00:00,False,"SIN CURUL! Humberto Aceves líder CTM, vete mucho a vivir de tus rentas que te subvencionó el erario, además de irte y fundirte en el calor del infierno. QEPND el PRI y el PAN😜
Vean la #LaMañanera en Palacio Nacional con López Obrador. Plan C Reforma Poder Judicial de Norma Piña",1800216957972779457,0,9,12,355,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-11 since:2024-06-10&src=typed_query",JL García C.,https://x.com/JLGarcia_C,JLGarcia_C,False,2024-06-10 17:42:55+00:00,False,"@lrodrig20 @IRREVERENT7 @Claudiashein @LauraBruges De hecho tocayo la reforma poder judicial lo que debe buscar es agilizar juicios, eliminar la corrupción, eso de que los ministros y que los elige el pueblo es lo de menos, igual hay que quitarlo son muy corruptos La bronca es que desde la base está mal",1800222123891499308,1,1,0,18,0,,True,lrodrig20,https://x.com/lrodrig20,Luis Rodriguez,lrodrig20,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",medinaangel,https://x.com/53quintero,53quintero,False,2024-06-11 07:55:09+00:00,False,"REFORMA .
PODER JUDICIAL .
REFORMA..
QUITAR FUERO A POLITICOS CORRUPTOS. 
REFORMA .
PARA LOS MEDIOS DE MANIPULACIÓN .
REGULAR .
A LOS DESINFORMADORES PARA QUE YA NO SEAN TAN LIBERTINOS. https://t.co/f4mxuJiLuc",1800436596531196310,0,0,0,26,0,https://pbs.twimg.com/media/GPxviwQbYAAK0J7.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Uniradio México,https://x.com/uniradiomexico,uniradiomexico,False,2024-06-11 15:30:34+00:00,False,"""Machuchones"", los únicos que se oponen a una reforma al Poder Judicial: AMLO: ¿Por qué le tienen miedo al pueblo? ¿Por qué le tiene miedo a la democracia?"", expresó. https://t.co/Juck8CWGOx https://t.co/MfWCzgWYIY",1800551205976039523,0,0,0,11,0,https://pbs.twimg.com/media/GPzXx98bkAAHHWu.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Mtro. Sergio J. González Muñoz,https://x.com/ElConsultor2,ElConsultor2,False,2024-06-11 23:30:06+00:00,False,"“No tiene que haber preocupaciones”, dice Sheinbaum a inversionistas ante reforma Judicial; propone realizar encuesta https://t.co/5LCEafpOcz https://t.co/lb0LyEMGpa",1800671883697729609,0,0,0,58,0,https://pbs.twimg.com/media/GP1FiNlXQAAM_av.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Va de nuez 🌰,https://x.com/Vadenuez3,Vadenuez3,False,2024-06-11 22:18:47+00:00,False,Eligieron al diablo y eso tendrán!https://t.co/K3fK4ODFpv,1800653936996630753,0,0,1,3,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Sipse Campeche,https://x.com/sipsecampeche,sipsecampeche,False,2024-06-11 22:26:48+00:00,False,AMLO afirma que ‘urge’ aprobar una reforma al Poder Judicial https://t.co/wZoox0hwqV https://t.co/3ceAgHsHuu,1800655951827280041,0,0,0,14,0,https://pbs.twimg.com/media/GP03C-NaUAAZohN.png,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",SIPSE.com,https://x.com/SIPSE,SIPSE,False,2024-06-11 19:18:36+00:00,False,AMLO afirma que ‘urge’ aprobar una reforma al Poder Judicial https://t.co/GDKP7Ef9WT https://t.co/8EsPTta38R,1800608592296571308,0,2,0,407,0,https://pbs.twimg.com/media/GP0L-QobYAAfopy.png,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Vero List ☕,https://x.com/verolist,verolist,False,2024-06-11 18:55:05+00:00,False,"Periodistas en mañanera hoy y conferencia Claudia ayer, en escándalo porque Reforma Poder Judicial se votará en Sept.
Ridículos.
Esta historia es de 2023.
Sabemos en qué consiste la reforma y LA QUEREMOS,
por eso esperamos hasta 5 hrs para votar y darle todo el poder a MORENA. https://t.co/CWIVc3SC1P",1800602673525493771,0,8,12,206,0,https://pbs.twimg.com/media/GP0GluKaAAAJMyd.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Eduardo Garcia Rguez,https://x.com/EduardoGarcia73,EduardoGarcia73,False,2024-06-11 15:22:52+00:00,False,El ‘calvario’ del peso por nerviosismo a reforma al Poder Judicial: Se deprecia más de 1% https://t.co/GyxFZ2DsuO,1800549266378916194,0,0,0,9,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Grupo Sin Línea,https://x.com/GrupoSinLinea,GrupoSinLinea,False,2024-06-11 23:00:01+00:00,False,"#Morena (@PartidoMorenaMx)  también señaló que se podrá a discusión la reforma al #INE (@INEMexico) 😱🗳️👇🏻
https://t.co/ppfzrvwZS3",1800664310542401642,0,1,1,497,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Mexiquense,https://x.com/MexiquenseTV,MexiquenseTV,True,2024-06-11 17:41:48+00:00,False,"🔴AMLO descarta jubilarse con la reforma al Poder Judicial, pero afirma que es urgente para tener jueces y ministros al servicio de la gente y no de una minoría.
📝&gt;&gt;&gt; https://t.co/cPpmCxIwZ3 https://t.co/6LaN1lb29D",1800584231057559910,0,0,3,189,0,https://pbs.twimg.com/media/GPz1yeUXYAAUXDa.png,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",barrosromo2,https://x.com/barrosromo2,barrosromo2,False,2024-06-11 15:37:26+00:00,False,El Financiero: El ‘calvario’ del peso por nerviosismo a reforma al Poder Judicial; se deprecia más de 1% https://t.co/0LA8LEn46T,1800552933702209745,0,0,0,6,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Noticias al Momento #Noticias,https://x.com/NoticiasHoyWWW,NoticiasHoyWWW,False,2024-06-11 15:31:07+00:00,False,El ‘calvario’ del peso por nerviosismo a reforma al Poder Judicial: Se deprecia más de 1%: El peso mexicano pierde frente al dólar en la jornada de este martes por el nerviosismo respecto a la reforma al Poder… https://t.co/cRSoCytc92 Noticias al Momento #NoticiasalMomento https://t.co/QawJmOWZNa,1800551342530035859,0,0,0,25,0,https://pbs.twimg.com/media/GPzX53facAA193T.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Contra el hampa,https://x.com/contraelhampa,contraelhampa,False,2024-06-11 16:03:43+00:00,False,"""Machuchones"", los únicos que se oponen a una reforma al Poder Judicial: AMLO https://t.co/4aWub2dXLJ",1800559548274520065,0,0,0,7,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",José Modesto Barros Romo,https://x.com/barrosromo,barrosromo,True,2024-06-11 15:37:00+00:00,False,El Financiero: El ‘calvario’ del peso por nerviosismo a reforma al Poder Judicial; se deprecia más de 1% https://t.co/TPsmhrQIgX,1800552824725787045,0,0,0,15,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Faro Informa,https://x.com/InformaFaro,InformaFaro,False,2024-06-11 17:14:37+00:00,False,"Las declaraciones de #AMLO contrastan con las de #ClaudiaSheinbaum, quien ayer lunes aseguró que acordó en su reunión con el presidente hacer una “discusión muy amplia” en todo el país sobre la reforma
#PoderJudicial #Reforma #Septiembre

https://t.co/sk9pjSoJLr",1800577389111701707,0,0,0,24,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Ruido en la Red,https://x.com/RuidoEnLaRed,RuidoEnLaRed,False,2024-06-11 01:19:09+00:00,False,"Claudia Sheinbaum plantea «consulta amplia» para reforma al Poder Judicial

https://t.co/U8Prosi5Lx https://t.co/EcuLPBhwUw",1800336939020873939,0,1,4,1615,0,https://pbs.twimg.com/media/GPwU59DXUAAQuGC.jpg,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Gerardo de la Madrid,https://x.com/ecuacion2010,ecuacion2010,False,2024-06-11 15:33:10+00:00,False,El ‘calvario’ del peso por nerviosismo a reforma al Poder Judicial: Se deprecia más de 1% https://t.co/Lzura3gudE,1800551858567774464,0,0,0,15,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Armando Rangel  Díaz,https://x.com/rangel_daz,rangel_daz,False,2024-06-11 18:35:31+00:00,False,"Peso, en ‘calvario’ por reforma al Poder Judicial: Se deprecia más de 1% https://t.co/TsO3wtjDcn",1800597748254908513,0,0,0,8,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",🇲🇽𝓐𝓻𝓽𝓱𝓾𝓻 𝕏,https://x.com/arturinag,arturinag,False,2024-06-11 16:01:59+00:00,False,"Una vez que abren la boca todo se nos viene encima, es claro que no le interesa el país sino solo tener el control de éste.

https://t.co/2Z6tLMwPsP",1800559113036001540,0,1,2,45,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Latinus,https://x.com/latinus_us,latinus_us,True,2024-06-11 23:01:47+00:00,False,"#TuElección2024. Claudia Sheinbaum pide calma a los inversionistas ante la inminente reforma al Poder Judicial: “Nuestro país va a ser cada vez más fuerte”.
#Latinus #InformaciónParaTi
https://t.co/mlWwdJsgaS",1800664758988730401,264,36,116,30466,4,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Novedades de Quintana Roo,https://x.com/novedadesqroo,novedadesqroo,False,2024-06-11 19:40:00+00:00,False,"""Está secuestrado por la delincuencia"", AMLO afirma que ‘urge’ aprobar una reforma al Poder Judicial 🧐

https://t.co/EsM7kGQvQR",1800613975480017326,1,0,1,250,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Uniradio Informa Baja California,https://x.com/uniradiobaja,uniradiobaja,False,2024-06-11 15:30:34+00:00,False,"""Machuchones"", los únicos que se oponen a una reforma al Poder Judicial: AMLO: ¿Por qué le tienen miedo al pueblo? ¿Por qué le tiene miedo a la democracia?"", expresó. https://t.co/MIChRUBy1W",1800551204159967681,0,0,1,65,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",El Financiero Nacional,https://x.com/EF_Nacional,EF_Nacional,False,2024-06-11 15:07:35+00:00,False,"Arturo Zaldívar, exministro presidente de la Corte, aseguró que la presidenta electa Claudia Sheinbaum está abierta al diálogo, por lo que busca abrir un debate sobre la reforma Poder Judicial.

https://t.co/lXjs7bFELg",1800545422077030737,2,4,7,2479,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",MEXICO LINDO Y ...JODIDO 💩✊,https://x.com/savi2012,savi2012,False,2024-06-11 17:13:13+00:00,False,"Dice amlo que urge acabar con la corrupción, que ni diga  porque entonces él, familia y minimis van a desaparecer 🤣🤣🤣🤣...
Reforma al Poder Judicial sí urge: López Obrador; https://t.co/O8Fq7j7MC5",1800577035850649833,0,0,0,14,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",Foro Libre,https://x.com/ForoLibreGDL,ForoLibreGDL,False,2024-06-11 15:37:34+00:00,False,El Financiero: El ‘calvario’ del peso por nerviosismo a reforma al Poder Judicial; se deprecia más de 1% https://t.co/1GoRam0ZV7,1800552964731576337,0,0,0,14,0,,False,,,,,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query","La riqueza, recurso mudo de lo posible.",https://x.com/Geronimoalberto,Geronimoalberto,False,2024-06-11 14:07:34+00:00,False,@Politica_Basica Reforma poder judicial y empezar a destrabar a los beneficiados del Fobaproa y hacer que paguen esas empresas o en su defecto nacionalizarlas,1800530317029392525,5,0,8,1374,0,,True,Politica_Basica,https://x.com/Politica_Basica,Política Básica,Politica_Basica,es
reforma poder judicial,"https://x.com/search?q=""reforma poder judicial"" lang:es until:2024-06-12 since:2024-06-11&src=typed_query",etcétera,https://x.com/revistaetcetera,revistaetcetera,True,2024-06-11 01:20:00+00:00,False,"Sheinbaum (@Claudiashein) anunció que se hará una “consulta” sobre la reforma al Poder Judicial, pero para “que se conozca”, no para cambiar nada. Se aprobará, dijo. 
https://t.co/Mp9PYwURSe",1800337151604957535,3,8,12,939,0,,False,,,,,es
